lane,storage_bin,pallets_space,material,soh,soh_pallets,qty_per_pallet,lane_rank,zone
HC,HC240,12,SKU_58,400,12,33,6,Priority
HC,HC240,12,SKU_58,400,12,33,6,Priority
HC,HC241,4,SKU_15,840,2,420,6,Priority
HC,HC241,4,SKU_15,840,2,420,6,Priority
HC,HC243,4,SKU_20,300,4,75,6,Priority
HC,HC243,4,SKU_20,300,4,75,6,Priority
HC,HC243,4,SKU_20,300,4,75,6,Priority
HC,HC243,4,SKU_20,300,4,75,6,Priority
HC,HC251,4,SKU_136,130,4,33,6,Priority
HC,HC251,4,SKU_136,130,4,33,6,Priority
HC,HC251,4,SKU_136,130,4,33,6,Priority
HC,HC251,4,SKU_136,130,4,33,6,Priority
HC,HC252,4,SKU_139,130,4,33,6,Priority
HC,HC252,4,SKU_139,130,4,33,6,Priority
HC,HC252,4,SKU_139,130,4,33,6,Priority
HC,HC252,4,SKU_139,130,4,33,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,204,12,17,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC260,12,SKU_28,300,12,25,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC270,12,SKU_58,400,12,33,6,Priority
HC,HC271,4,SKU_138,130,4,33,6,Priority
HC,HC271,4,SKU_138,130,4,33,6,Priority
HC,HC271,4,SKU_138,130,4,33,6,Priority
HC,HC271,4,SKU_138,130,4,33,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC280,12,SKU_90,300,12,25,6,Priority
HC,HC281,4,SKU_139,130,4,33,6,Priority
HC,HC281,4,SKU_139,130,4,33,6,Priority
HC,HC281,4,SKU_139,130,4,33,6,Priority
HC,HC281,4,SKU_139,130,4,33,6,Priority
HC,HC282,4,SKU_15,840,4,210,6,Priority
HC,HC282,4,SKU_15,840,4,210,6,Priority
HC,HC282,4,SKU_15,840,4,210,6,Priority
HC,HC282,4,SKU_15,840,4,210,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC290,12,SKU_151,400,6,67,6,Priority
HC,HC291,4,SKU_136,130,4,33,6,Priority
HC,HC291,4,SKU_136,130,4,33,6,Priority
HC,HC291,4,SKU_136,130,4,33,6,Priority
HC,HC291,4,SKU_136,130,4,33,6,Priority
HC,HC292,4,SKU_68,840,4,210,6,Priority
HC,HC292,4,SKU_68,840,4,210,6,Priority
HC,HC292,4,SKU_68,840,4,210,6,Priority
HC,HC292,4,SKU_68,840,4,210,6,Priority
HC,HC293,4,SKU_120,156,4,39,6,Priority
HC,HC293,4,SKU_120,156,4,39,6,Priority
HC,HC293,4,SKU_120,156,4,39,6,Priority
HC,HC293,4,SKU_120,156,4,39,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC300,12,SKU_30,400,12,33,6,Priority
HC,HC302,4,SKU_68,840,4,210,6,Priority
HC,HC302,4,SKU_68,840,4,210,6,Priority
HC,HC302,4,SKU_68,840,4,210,6,Priority
HC,HC302,4,SKU_68,840,4,210,6,Priority
HC,HC303,4,SKU_120,156,4,39,6,Priority
HC,HC303,4,SKU_120,156,4,39,6,Priority
HC,HC303,4,SKU_120,156,4,39,6,Priority
HC,HC303,4,SKU_120,156,4,39,6,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD010,10,SKU_69,200,10,20,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD020,2,SKU_69,200,2,100,7,Priority
HD,HD030,2,SKU_139,130,2,65,7,Priority
HD,HD030,2,SKU_139,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD040,2,SKU_136,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD050,2,SKU_139,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD060,2,SKU_137,130,2,65,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD070,2,SKU_116,156,2,78,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD080,2,SKU_18,840,2,420,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD090,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD100,2,SKU_139,130,2,65,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD110,2,SKU_10,840,2,420,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD120,2,SKU_120,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD130,2,SKU_118,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,152,2,76,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD140,2,SKU_116,156,2,78,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD150,2,SKU_139,130,2,65,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD160,2,SKU_12,200,2,100,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD170,2,SKU_119,156,2,78,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD180,2,SKU_138,130,2,65,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HD,HD200,2,SKU_18,840,2,420,7,Priority
HE,HE010,2,SKU_41,840,2,420,8,Priority
HE,HE010,2,SKU_41,840,2,420,8,Priority
HE,HE011,2,SKU_138,130,2,65,8,Priority
HE,HE011,2,SKU_138,130,2,65,8,Priority
HE,HE012,2,SKU_15,840,2,420,8,Priority
HE,HE012,2,SKU_15,840,2,420,8,Priority
HE,HE013,2,SKU_69,200,2,100,8,Priority
HE,HE013,2,SKU_69,200,2,100,8,Priority
HE,HE014,2,SKU_70,112,2,56,8,Priority
HE,HE014,2,SKU_70,112,2,56,8,Priority
HE,HE020,2,SKU_58,400,2,200,8,Priority
HE,HE020,2,SKU_58,400,2,200,8,Priority
HE,HE021,2,SKU_67,840,1,840,8,Priority
HE,HE022,2,SKU_126,840,1,840,8,Priority
HE,HE023,2,SKU_152,156,2,78,8,Priority
HE,HE023,2,SKU_152,156,2,78,8,Priority
HE,HE024,2,SKU_68,840,2,420,8,Priority
HE,HE024,2,SKU_68,840,2,420,8,Priority
HE,HE030,2,SKU_138,130,2,65,8,Priority
HE,HE030,2,SKU_138,130,2,65,8,Priority
HE,HE031,2,SKU_24,200,2,100,8,Priority
HE,HE031,2,SKU_24,200,2,100,8,Priority
HE,HE032,2,SKU_106,840,2,420,8,Priority
HE,HE032,2,SKU_106,840,2,420,8,Priority
HE,HE033,2,SKU_89,840,1,840,8,Priority
HE,HE034,2,SKU_120,156,1,156,8,Priority
HE,HE040,2,SKU_6,400,1,400,8,Priority
HE,HE041,2,SKU_53,104,2,52,8,Priority
HE,HE041,2,SKU_53,104,2,52,8,Priority
HE,HE042,2,SKU_17,200,2,100,8,Priority
HE,HE042,2,SKU_17,200,2,100,8,Priority
HE,HE043,2,SKU_115,840,2,420,8,Priority
HE,HE043,2,SKU_115,840,2,420,8,Priority
HE,HE044,2,SKU_44,840,2,420,8,Priority
HE,HE044,2,SKU_44,840,2,420,8,Priority
HE,HE050,2,SKU_120,156,1,156,8,Priority
HE,HE051,2,SKU_137,130,1,130,8,Priority
HE,HE052,2,SKU_41,840,2,420,8,Priority
HE,HE052,2,SKU_41,840,2,420,8,Priority
HE,HE054,2,SKU_122,156,1,156,8,Priority
HE,HE060,2,SKU_53,104,2,52,8,Priority
HE,HE060,2,SKU_53,104,2,52,8,Priority
HE,HE061,2,SKU_85,840,2,420,8,Priority
HE,HE061,2,SKU_85,840,2,420,8,Priority
HE,HE062,2,SKU_12,200,2,100,8,Priority
HE,HE062,2,SKU_12,200,2,100,8,Priority
HE,HE063,2,SKU_137,130,2,65,8,Priority
HE,HE063,2,SKU_137,130,2,65,8,Priority
HE,HE064,2,SKU_68,840,2,420,8,Priority
HE,HE064,2,SKU_68,840,2,420,8,Priority
HE,HE070,2,SKU_14,300,1,300,8,Priority
HE,HE071,2,SKU_136,130,2,65,8,Priority
HE,HE071,2,SKU_136,130,2,65,8,Priority
HE,HE072,2,SKU_102,400,2,200,8,Priority
HE,HE072,2,SKU_102,400,2,200,8,Priority
HE,HE073,2,SKU_55,80,1,80,8,Priority
HE,HE074,2,SKU_77,232,1,232,8,Priority
HE,HE080,2,SKU_84,840,1,840,8,Priority
HE,HE081,2,SKU_136,130,2,65,8,Priority
HE,HE081,2,SKU_136,130,2,65,8,Priority
HE,HE082,2,SKU_73,300,2,150,8,Priority
HE,HE082,2,SKU_73,300,2,150,8,Priority
HE,HE083,2,SKU_74,44,1,44,8,Priority
HE,HE084,2,SKU_68,840,1,840,8,Priority
HE,HE090,2,SKU_51,104,1,104,8,Priority
HE,HE091,2,SKU_27,840,1,840,8,Priority
HE,HE092,2,SKU_139,130,2,65,8,Priority
HE,HE092,2,SKU_139,130,2,65,8,Priority
HE,HE093,2,SKU_71,400,2,200,8,Priority
HE,HE093,2,SKU_71,400,2,200,8,Priority
HE,HE094,2,SKU_151,400,2,200,8,Priority
HE,HE094,2,SKU_151,400,2,200,8,Priority
HE,HE101,2,SKU_12,200,2,100,8,Priority
HE,HE101,2,SKU_12,200,2,100,8,Priority
HE,HE102,2,SKU_127,840,2,420,8,Priority
HE,HE102,2,SKU_127,840,2,420,8,Priority
HE,HE103,2,SKU_16,200,1,200,8,Priority
HE,HE104,2,SKU_101,87,1,87,8,Priority
HE,HE110,2,SKU_108,352,2,176,8,Priority
HE,HE110,2,SKU_108,400,2,200,8,Priority
HE,HE111,2,SKU_52,104,1,104,8,Priority
HE,HE112,2,SKU_58,400,1,400,8,Priority
HE,HE113,2,SKU_120,156,1,156,8,Priority
HE,HE114,2,SKU_61,51,2,26,8,Priority
HE,HE114,2,SKU_61,112,2,56,8,Priority
HE,HE120,2,SKU_112,840,1,840,8,Priority
HE,HE121,2,SKU_136,130,2,65,8,Priority
HE,HE121,2,SKU_136,130,2,65,8,Priority
HE,HE122,2,SKU_59,300,2,150,8,Priority
HE,HE122,2,SKU_59,300,2,150,8,Priority
HE,HE123,2,SKU_90,300,1,300,8,Priority
HE,HE124,2,SKU_116,156,2,78,8,Priority
HE,HE124,2,SKU_116,156,2,78,8,Priority
HE,HE130,2,SKU_136,130,2,65,8,Priority
HE,HE130,2,SKU_136,130,2,65,8,Priority
HE,HE131,2,SKU_109,400,2,200,8,Priority
HE,HE131,2,SKU_109,400,2,200,8,Priority
HE,HE132,2,SKU_138,130,2,65,8,Priority
HE,HE132,2,SKU_138,130,2,65,8,Priority
HE,HE133,2,SKU_10,840,2,420,8,Priority
HE,HE133,2,SKU_10,840,2,420,8,Priority
HE,HE134,2,SKU_54,104,1,104,8,Priority
HE,HE140,2,SKU_69,200,2,100,8,Priority
HE,HE140,2,SKU_69,200,2,100,8,Priority
HE,HE141,2,SKU_34,96,1,96,8,Priority
HE,HE142,2,SKU_90,300,1,300,8,Priority
HE,HE144,2,SKU_129,840,1,840,8,Priority
HE,HE150,2,SKU_119,156,2,78,8,Priority
HE,HE150,2,SKU_119,156,2,78,8,Priority
HE,HE151,2,SKU_11,840,2,420,8,Priority
HE,HE151,2,SKU_11,840,2,420,8,Priority
HE,HE152,2,SKU_138,130,2,65,8,Priority
HE,HE152,2,SKU_138,130,2,65,8,Priority
HE,HE153,2,SKU_141,400,1,400,8,Priority
HE,HE154,2,SKU_141,116,1,116,8,Priority
HE,HE163,2,SKU_151,400,1,400,8,Priority
HE,HE171,2,SKU_86,300,1,300,8,Priority
HE,HE172,2,SKU_53,104,2,52,8,Priority
HE,HE172,2,SKU_53,104,2,52,8,Priority
HE,HE173,2,SKU_99,208,1,208,8,Priority
HE,HE174,2,SKU_12,200,2,100,8,Priority
HE,HE174,2,SKU_12,200,2,100,8,Priority
HE,HE180,2,SKU_52,104,2,52,8,Priority
HE,HE180,2,SKU_52,104,2,52,8,Priority
HE,HE181,2,SKU_11,840,1,840,8,Priority
HE,HE182,2,SKU_115,840,2,420,8,Priority
HE,HE182,2,SKU_115,840,2,420,8,Priority
HE,HE183,2,SKU_103,300,1,300,8,Priority
HE,HE184,2,SKU_83,400,1,400,8,Priority
HE,HE190,2,SKU_136,130,2,65,8,Priority
HE,HE190,2,SKU_136,130,2,65,8,Priority
HE,HE191,2,SKU_84,840,2,420,8,Priority
HE,HE191,2,SKU_84,840,2,420,8,Priority
HE,HE192,2,SKU_68,840,1,840,8,Priority
HE,HE193,2,SKU_54,104,2,52,8,Priority
HE,HE193,2,SKU_54,104,2,52,8,Priority
HE,HE194,2,SKU_108,400,2,200,8,Priority
HE,HE194,2,SKU_108,400,2,200,8,Priority
HE,HE200,2,SKU_49,840,2,420,8,Priority
HE,HE200,2,SKU_49,840,2,420,8,Priority
HE,HE201,2,SKU_115,840,2,420,8,Priority
HE,HE201,2,SKU_115,840,2,420,8,Priority
HE,HE202,2,SKU_137,130,2,65,8,Priority
HE,HE202,2,SKU_137,130,2,65,8,Priority
HE,HE203,2,SKU_75,840,2,420,8,Priority
HE,HE203,2,SKU_75,840,2,420,8,Priority
HE,HE204,2,SKU_15,840,1,840,8,Priority
HF,HF010,3,SKU_90,300,2,150,9,Priority
HF,HF010,3,SKU_90,300,2,150,9,Priority
HF,HF011,3,SKU_138,130,3,43,9,Priority
HF,HF011,3,SKU_138,130,3,43,9,Priority
HF,HF011,3,SKU_138,130,3,43,9,Priority
HF,HF012,3,SKU_141,400,3,133,9,Priority
HF,HF012,3,SKU_141,400,3,133,9,Priority
HF,HF012,3,SKU_141,400,3,133,9,Priority
HF,HF013,3,SKU_33,400,1,400,9,Priority
HF,HF014,3,SKU_37,840,3,280,9,Priority
HF,HF014,3,SKU_37,840,3,280,9,Priority
HF,HF014,3,SKU_37,840,3,280,9,Priority
HF,HF020,3,SKU_122,156,1,156,9,Priority
HF,HF021,3,SKU_138,130,3,43,9,Priority
HF,HF021,3,SKU_138,130,3,43,9,Priority
HF,HF021,3,SKU_138,130,3,43,9,Priority
HF,HF022,3,SKU_58,400,3,133,9,Priority
HF,HF022,3,SKU_58,400,3,133,9,Priority
HF,HF022,3,SKU_58,400,3,133,9,Priority
HF,HF023,3,SKU_58,400,3,133,9,Priority
HF,HF023,3,SKU_58,400,3,133,9,Priority
HF,HF023,3,SKU_58,400,3,133,9,Priority
HF,HF030,3,SKU_122,156,3,52,9,Priority
HF,HF030,3,SKU_122,156,3,52,9,Priority
HF,HF030,3,SKU_122,156,3,52,9,Priority
HF,HF034,3,SKU_16,200,2,100,9,Priority
HF,HF034,3,SKU_16,200,2,100,9,Priority
HF,HF040,3,SKU_109,400,3,133,9,Priority
HF,HF040,3,SKU_109,400,3,133,9,Priority
HF,HF040,3,SKU_109,400,3,133,9,Priority
HF,HF041,3,SKU_68,840,3,280,9,Priority
HF,HF041,3,SKU_68,840,3,280,9,Priority
HF,HF041,3,SKU_68,840,3,280,9,Priority
HF,HF042,3,SKU_109,400,3,133,9,Priority
HF,HF042,3,SKU_109,400,3,133,9,Priority
HF,HF042,3,SKU_109,400,3,133,9,Priority
HF,HF044,3,SKU_118,156,3,52,9,Priority
HF,HF044,3,SKU_118,156,3,52,9,Priority
HF,HF044,3,SKU_118,156,3,52,9,Priority
HF,HF050,3,SKU_20,300,2,150,9,Priority
HF,HF050,3,SKU_20,300,2,150,9,Priority
HF,HF052,3,SKU_17,200,2,100,9,Priority
HF,HF052,3,SKU_17,200,2,100,9,Priority
HF,HF060,3,SKU_17,200,3,67,9,Priority
HF,HF060,3,SKU_17,200,3,67,9,Priority
HF,HF060,3,SKU_17,200,3,67,9,Priority
HF,HF062,3,SKU_136,130,2,65,9,Priority
HF,HF062,3,SKU_136,130,2,65,9,Priority
HF,HF063,3,SKU_39,96,2,48,9,Priority
HF,HF063,3,SKU_39,96,2,48,9,Priority
HF,HF070,3,SKU_15,840,3,280,9,Priority
HF,HF070,3,SKU_15,840,3,280,9,Priority
HF,HF070,3,SKU_15,840,3,280,9,Priority
HF,HF071,3,SKU_68,840,3,280,9,Priority
HF,HF071,3,SKU_68,840,3,280,9,Priority
HF,HF071,3,SKU_68,840,3,280,9,Priority
HF,HF072,3,SKU_84,840,2,420,9,Priority
HF,HF072,3,SKU_84,840,2,420,9,Priority
HF,HF080,3,SKU_53,104,1,104,9,Priority
HF,HF081,3,SKU_15,840,3,280,9,Priority
HF,HF081,3,SKU_15,840,3,280,9,Priority
HF,HF081,3,SKU_15,840,3,280,9,Priority
HF,HF082,3,SKU_27,840,2,420,9,Priority
HF,HF082,3,SKU_27,840,2,420,9,Priority
HF,HF083,3,SKU_10,840,3,280,9,Priority
HF,HF083,3,SKU_10,840,3,280,9,Priority
HF,HF083,3,SKU_10,840,3,280,9,Priority
HF,HF091,3,SKU_85,840,2,420,9,Priority
HF,HF091,3,SKU_85,840,2,420,9,Priority
HF,HF093,3,SKU_10,840,3,280,9,Priority
HF,HF093,3,SKU_10,840,3,280,9,Priority
HF,HF093,3,SKU_10,840,3,280,9,Priority
HF,HF100,3,SKU_145,840,2,420,9,Priority
HF,HF100,3,SKU_145,840,2,420,9,Priority
HF,HF101,3,SKU_27,840,2,420,9,Priority
HF,HF101,3,SKU_27,840,2,420,9,Priority
HF,HF102,3,SKU_106,840,3,280,9,Priority
HF,HF102,3,SKU_106,840,3,280,9,Priority
HF,HF102,3,SKU_106,840,3,280,9,Priority
HF,HF103,3,SKU_65,400,3,133,9,Priority
HF,HF103,3,SKU_65,400,3,133,9,Priority
HF,HF103,3,SKU_65,400,3,133,9,Priority
HF,HF111,3,SKU_12,200,3,67,9,Priority
HF,HF111,3,SKU_12,200,3,67,9,Priority
HF,HF111,3,SKU_12,200,3,67,9,Priority
HF,HF112,3,SKU_12,200,3,67,9,Priority
HF,HF112,3,SKU_12,200,3,67,9,Priority
HF,HF112,3,SKU_12,200,3,67,9,Priority
HF,HF113,3,SKU_125,840,1,840,9,Priority
HF,HF120,3,SKU_9,400,2,200,9,Priority
HF,HF120,3,SKU_9,400,2,200,9,Priority
HF,HF122,3,SKU_136,130,3,43,9,Priority
HF,HF122,3,SKU_136,130,3,43,9,Priority
